symbol,open,close,low,high,volume,date
TKG,13500.0,13300.0,12600.0,13500.0,306900.0,2022-11-24
TKU,11500.0,11500.0,11500.0,11500.0,500.0,2022-11-24
TMB,19200.0,19200.0,19200.0,19200.0,100.0,2022-11-24
TMC,12000.0,12000.0,12000.0,12000.0,0.0,2022-11-24
TMX,8100.0,8100.0,8100.0,8100.0,1000.0,2022-11-24
TN1,18600.0,18600.0,18600.0,18600.0,200.0,2022-11-24
TNG,11900.0,12500.0,11500.0,12600.0,1670400.0,2022-11-24
TNG,11900.0,12500.0,11500.0,12600.0,1670400.0,2022-11-24
TOT,11400.0,11400.0,11400.0,11400.0,0.0,2022-11-24
TPH,13200.0,13200.0,13200.0,13200.0,0.0,2022-11-24
TPP,10500.0,10500.0,10500.0,10500.0,700.0,2022-11-24
TSB,9000.0,9000.0,9000.0,9000.0,0.0,2022-11-24
TTC,11900.0,11900.0,11900.0,11900.0,0.0,2022-11-24
TTH,2000.0,1800.0,1800.0,2000.0,465300.0,2022-11-24
TTL,9000.0,9000.0,9000.0,9000.0,0.0,2022-11-24
TTT,44200.0,44200.0,44200.0,44200.0,0.0,2022-11-24
TTZ,2100.0,2100.0,2100.0,2100.0,0.0,2022-11-24
TV3,19400.0,19400.0,19400.0,19400.0,100.0,2022-11-24
TV4,13800.0,13300.0,13200.0,13800.0,28400.0,2022-11-24
TVC,4000.0,4200.0,4000.0,4200.0,370900.0,2022-11-24
TVD,7400.0,7600.0,7100.0,7700.0,102300.0,2022-11-24
TXM,3600.0,3800.0,3600.0,3800.0,300.0,2022-11-24
UNI,8300.0,8900.0,7900.0,8900.0,9900.0,2022-11-24
V12,11700.0,11700.0,11700.0,12800.0,9600.0,2022-11-24
V21,3900.0,3900.0,3600.0,3900.0,3800.0,2022-11-24
VBC,20000.0,20000.0,20000.0,20000.0,0.0,2022-11-24
VC1,8100.0,8100.0,8100.0,8100.0,0.0,2022-11-24
VC2,7400.0,7300.0,7300.0,7500.0,443600.0,2022-11-24
VC3,28600.0,28700.0,26800.0,28700.0,257600.0,2022-11-24
VC6,7500.0,7500.0,7500.0,7500.0,0.0,2022-11-24
VC7,5800.0,6200.0,5700.0,6200.0,48300.0,2022-11-24
